Begin Bates num from SYNTHETIC_PROD_001,End Bates num from SYNTHETIC_PROD_001,Tag: RFP 01 - Synthetic request category 01,Tag: RFP 02 - Synthetic request category 02,Tag: RFP 03 - Synthetic request category 03,Tag: RFP 04 - Synthetic request category 04,Tag: RFP 05 - Synthetic request category 05,Tag: RFP 06 - Synthetic request category 06,Tag: RFP 07 - Synthetic request category 07,Tag: RFP 08 - Synthetic request category 08,Tag: RFP 09 - Synthetic request category 09,Tag: RFP 10 - Synthetic request category 10,Tag: RFP 11 - Synthetic request category 11,Tag: RFP 12 - Synthetic request category 12
SYNEWPLD024-0003577,SYNEWPLD024-0003577,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0003581,SYNEWPLD024-0003582,,,,,,,,Yes,,,,
SYNEWPLD024-0003585,SYNEWPLD024-0003587,,,,,,,,,Yes,,,
SYNEWPLD024-0003589,SYNEWPLD024-0003589,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0003593,SYNEWPLD024-0003594,,,,,,,,,Yes,,Yes,
SYNEWPLD024-0003597,SYNEWPLD024-0003599,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0003601,SYNEWPLD024-0003601,Yes,,,,,,,,Yes,,,
SYNEWPLD024-0003605,SYNEWPLD024-0003606,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0003609,SYNEWPLD024-0003611,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0003613,SYNEWPLD024-0003613,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0003617,SYNEWPLD024-0003618,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0003621,SYNEWPLD024-0003623,,,,,,Yes,,,,Yes,,
SYNEWPLD024-0003625,SYNEWPLD024-0003625,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0003629,SYNEWPLD024-0003630,,,,,,,,Yes,,Yes,,
SYNEWPLD024-0003633,SYNEWPLD024-0003635,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0003637,SYNEWPLD024-0003637,,,,,,,,,,Yes,,
SYNEWPLD024-0003641,SYNEWPLD024-0003642,,,,,,,,,,,Yes,
SYNEWPLD024-0003645,SYNEWPLD024-0003647,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0003649,SYNEWPLD024-0003649,Yes,,,,,,,,,,Yes,
SYNEWPLD024-0003653,SYNEWPLD024-0003654,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0003657,SYNEWPLD024-0003659,,,Yes,,,,,,,,Yes,
SYNEWPLD024-0003661,SYNEWPLD024-0003661,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0003665,SYNEWPLD024-0003666,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0003669,SYNEWPLD024-0003671,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0003673,SYNEWPLD024-0003673,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0003677,SYNEWPLD024-0003678,,,,,,,,Yes,,,,Yes
SYNEWPLD024-0003681,SYNEWPLD024-0003683,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0003685,SYNEWPLD024-0003685,,,,,,,,,,Yes,,Yes
SYNEWPLD024-0003689,SYNEWPLD024-0003690,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0003693,SYNEWPLD024-0003695,,,,,,,,,,,,Yes
SYNEWPLD024-0003697,SYNEWPLD024-0003697,Yes,,,,,,,,,,,
SYNEWPLD024-0003701,SYNEWPLD024-0003702,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0003705,SYNEWPLD024-0003707,Yes,,Yes,,,,,,,,,
SYNEWPLD024-0003709,SYNEWPLD024-0003709,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0003713,SYNEWPLD024-0003714,Yes,,,,Yes,,,,,,,
SYNEWPLD024-0003717,SYNEWPLD024-0003719,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0003721,SYNEWPLD024-0003721,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0003725,SYNEWPLD024-0003726,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0003729,SYNEWPLD024-0003731,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0003733,SYNEWPLD024-0003733,,Yes,,,,,,,,Yes,,
SYNEWPLD024-0003737,SYNEWPLD024-0003738,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0003741,SYNEWPLD024-0003743,,Yes,,,,,,,,,,Yes
SYNEWPLD024-0003745,SYNEWPLD024-0003745,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0003749,SYNEWPLD024-0003750,,Yes,,,,,,,,,,
SYNEWPLD024-0003753,SYNEWPLD024-0003755,,,Yes,,,,,,,,,
SYNEWPLD024-0003757,SYNEWPLD024-0003757,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0003761,SYNEWPLD024-0003762,,,Yes,,Yes,,,,,,,
SYNEWPLD024-0003765,SYNEWPLD024-0003767,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0003769,SYNEWPLD024-0003769,,,Yes,,,,Yes,,,,,
SYNEWPLD024-0003773,SYNEWPLD024-0003774,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0003777,SYNEWPLD024-0003779,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0003781,SYNEWPLD024-0003781,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0003785,SYNEWPLD024-0003786,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0003789,SYNEWPLD024-0003791,,,,Yes,,,,,,,,Yes
SYNEWPLD024-0003793,SYNEWPLD024-0003793,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0003797,SYNEWPLD024-0003798,,Yes,,Yes,,,,,,,,
SYNEWPLD024-0003801,SYNEWPLD024-0003803,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0003805,SYNEWPLD024-0003805,,,,Yes,,,,,,,,
SYNEWPLD024-0003809,SYNEWPLD024-0003810,,,,,Yes,,,,,,,
SYNEWPLD024-0003813,SYNEWPLD024-0003815,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0003817,SYNEWPLD024-0003817,,,,,Yes,,Yes,,,,,
SYNEWPLD024-0003821,SYNEWPLD024-0003822,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0003825,SYNEWPLD024-0003827,,,,,Yes,,,,Yes,,,
SYNEWPLD024-0003829,SYNEWPLD024-0003829,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0003833,SYNEWPLD024-0003834,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0003837,SYNEWPLD024-0003839,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0003841,SYNEWPLD024-0003841,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0003845,SYNEWPLD024-0003846,,Yes,,,,Yes,,,,,,
SYNEWPLD024-0003849,SYNEWPLD024-0003851,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0003853,SYNEWPLD024-0003853,,,,Yes,,Yes,,,,,,
SYNEWPLD024-0003857,SYNEWPLD024-0003858,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0003861,SYNEWPLD024-0003863,,,,,,Yes,,,,,,
SYNEWPLD024-0003865,SYNEWPLD024-0003865,,,,,,,Yes,,,,,
SYNEWPLD024-0003869,SYNEWPLD024-0003870,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0003873,SYNEWPLD024-0003875,,,,,,,Yes,,Yes,,,
SYNEWPLD024-0003877,SYNEWPLD024-0003877,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0003881,SYNEWPLD024-0003882,,,,,,,Yes,,,,Yes,
SYNEWPLD024-0003885,SYNEWPLD024-0003887,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0003889,SYNEWPLD024-0003889,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0003893,SYNEWPLD024-0003894,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0003897,SYNEWPLD024-0003899,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0003901,SYNEWPLD024-0003901,,,,Yes,,,,Yes,,,,
SYNEWPLD024-0003905,SYNEWPLD024-0003906,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0003909,SYNEWPLD024-0003911,,,,,,Yes,,Yes,,,,
SYNEWPLD024-0003913,SYNEWPLD024-0003913,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0003917,SYNEWPLD024-0003918,,,,,,,,Yes,,,,
SYNEWPLD024-0003921,SYNEWPLD024-0003923,,,,,,,,,Yes,,,
SYNEWPLD024-0003925,SYNEWPLD024-0003925,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0003929,SYNEWPLD024-0003930,,,,,,,,,Yes,,Yes,
SYNEWPLD024-0003933,SYNEWPLD024-0003935,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0003937,SYNEWPLD024-0003937,Yes,,,,,,,,Yes,,,
SYNEWPLD024-0003941,SYNEWPLD024-0003942,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0003945,SYNEWPLD024-0003947,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0003949,SYNEWPLD024-0003949,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0003953,SYNEWPLD024-0003954,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0003957,SYNEWPLD024-0003959,,,,,,Yes,,,,Yes,,
SYNEWPLD024-0003961,SYNEWPLD024-0003961,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0003965,SYNEWPLD024-0003966,,,,,,,,Yes,,Yes,,
SYNEWPLD024-0003969,SYNEWPLD024-0003971,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0003973,SYNEWPLD024-0003973,,,,,,,,,,Yes,,
SYNEWPLD024-0003977,SYNEWPLD024-0003978,,,,,,,,,,,Yes,
SYNEWPLD024-0003981,SYNEWPLD024-0003983,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0003985,SYNEWPLD024-0003985,Yes,,,,,,,,,,Yes,
SYNEWPLD024-0003989,SYNEWPLD024-0003990,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0003993,SYNEWPLD024-0003995,,,Yes,,,,,,,,Yes,
SYNEWPLD024-0003997,SYNEWPLD024-0003997,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0004001,SYNEWPLD024-0004002,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0004005,SYNEWPLD024-0004007,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0004009,SYNEWPLD024-0004009,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0004013,SYNEWPLD024-0004014,,,,,,,,Yes,,,,Yes
SYNEWPLD024-0004017,SYNEWPLD024-0004019,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0004021,SYNEWPLD024-0004021,,,,,,,,,,Yes,,Yes
SYNEWPLD024-0004025,SYNEWPLD024-0004026,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0004029,SYNEWPLD024-0004031,,,,,,,,,,,,Yes
SYNEWPLD024-0004033,SYNEWPLD024-0004033,Yes,,,,,,,,,,,
SYNEWPLD024-0004037,SYNEWPLD024-0004038,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0004041,SYNEWPLD024-0004043,Yes,,Yes,,,,,,,,,
SYNEWPLD024-0004045,SYNEWPLD024-0004045,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0004049,SYNEWPLD024-0004050,Yes,,,,Yes,,,,,,,
SYNEWPLD024-0004053,SYNEWPLD024-0004055,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0004057,SYNEWPLD024-0004057,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0004061,SYNEWPLD024-0004062,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0004065,SYNEWPLD024-0004067,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0004069,SYNEWPLD024-0004069,,Yes,,,,,,,,Yes,,
SYNEWPLD024-0004073,SYNEWPLD024-0004074,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0004077,SYNEWPLD024-0004079,,Yes,,,,,,,,,,Yes
SYNEWPLD024-0004081,SYNEWPLD024-0004081,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0004085,SYNEWPLD024-0004086,,Yes,,,,,,,,,,
SYNEWPLD024-0004089,SYNEWPLD024-0004091,,,Yes,,,,,,,,,
SYNEWPLD024-0004093,SYNEWPLD024-0004093,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0004097,SYNEWPLD024-0004098,,,Yes,,Yes,,,,,,,
SYNEWPLD024-0004101,SYNEWPLD024-0004103,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0004105,SYNEWPLD024-0004105,,,Yes,,,,Yes,,,,,
SYNEWPLD024-0004109,SYNEWPLD024-0004110,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0004113,SYNEWPLD024-0004115,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0004117,SYNEWPLD024-0004117,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0004121,SYNEWPLD024-0004122,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0004125,SYNEWPLD024-0004127,,,,Yes,,,,,,,,Yes
SYNEWPLD024-0004129,SYNEWPLD024-0004129,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0004133,SYNEWPLD024-0004134,,Yes,,Yes,,,,,,,,
SYNEWPLD024-0004137,SYNEWPLD024-0004139,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0004141,SYNEWPLD024-0004141,,,,Yes,,,,,,,,
SYNEWPLD024-0004145,SYNEWPLD024-0004146,,,,,Yes,,,,,,,
SYNEWPLD024-0004149,SYNEWPLD024-0004151,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0004153,SYNEWPLD024-0004153,,,,,Yes,,Yes,,,,,
SYNEWPLD024-0004157,SYNEWPLD024-0004158,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0004161,SYNEWPLD024-0004163,,,,,Yes,,,,Yes,,,
SYNEWPLD024-0004165,SYNEWPLD024-0004165,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0004169,SYNEWPLD024-0004170,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0004173,SYNEWPLD024-0004175,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0004177,SYNEWPLD024-0004177,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0004181,SYNEWPLD024-0004182,,Yes,,,,Yes,,,,,,
SYNEWPLD024-0004185,SYNEWPLD024-0004187,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0004189,SYNEWPLD024-0004189,,,,Yes,,Yes,,,,,,
SYNEWPLD024-0004193,SYNEWPLD024-0004194,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0004197,SYNEWPLD024-0004199,,,,,,Yes,,,,,,
SYNEWPLD024-0004201,SYNEWPLD024-0004201,,,,,,,Yes,,,,,
SYNEWPLD024-0004205,SYNEWPLD024-0004206,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0004209,SYNEWPLD024-0004211,,,,,,,Yes,,Yes,,,
SYNEWPLD024-0004213,SYNEWPLD024-0004213,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0004217,SYNEWPLD024-0004218,,,,,,,Yes,,,,Yes,
SYNEWPLD024-0004221,SYNEWPLD024-0004223,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0004225,SYNEWPLD024-0004225,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0004229,SYNEWPLD024-0004230,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0004233,SYNEWPLD024-0004235,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0004237,SYNEWPLD024-0004237,,,,Yes,,,,Yes,,,,
SYNEWPLD024-0004241,SYNEWPLD024-0004242,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0004245,SYNEWPLD024-0004247,,,,,,Yes,,Yes,,,,
SYNEWPLD024-0004249,SYNEWPLD024-0004249,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0004253,SYNEWPLD024-0004254,,,,,,,,Yes,,,,
SYNEWPLD024-0004257,SYNEWPLD024-0004259,,,,,,,,,Yes,,,
SYNEWPLD024-0004261,SYNEWPLD024-0004261,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0004265,SYNEWPLD024-0004266,,,,,,,,,Yes,,Yes,
SYNEWPLD024-0004269,SYNEWPLD024-0004271,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0004273,SYNEWPLD024-0004273,Yes,,,,,,,,Yes,,,
SYNEWPLD024-0004277,SYNEWPLD024-0004278,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0004281,SYNEWPLD024-0004283,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0004285,SYNEWPLD024-0004285,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0004289,SYNEWPLD024-0004290,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0004293,SYNEWPLD024-0004295,,,,,,Yes,,,,Yes,,
SYNEWPLD024-0004297,SYNEWPLD024-0004297,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0004301,SYNEWPLD024-0004302,,,,,,,,Yes,,Yes,,
SYNEWPLD024-0004305,SYNEWPLD024-0004307,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0004309,SYNEWPLD024-0004309,,,,,,,,,,Yes,,
SYNEWPLD024-0004313,SYNEWPLD024-0004314,,,,,,,,,,,Yes,
SYNEWPLD024-0004317,SYNEWPLD024-0004319,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0004321,SYNEWPLD024-0004321,Yes,,,,,,,,,,Yes,
SYNEWPLD024-0004325,SYNEWPLD024-0004326,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0004329,SYNEWPLD024-0004331,,,Yes,,,,,,,,Yes,
SYNEWPLD024-0004333,SYNEWPLD024-0004333,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0004337,SYNEWPLD024-0004338,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0004341,SYNEWPLD024-0004343,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0004345,SYNEWPLD024-0004345,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0004349,SYNEWPLD024-0004350,,,,,,,,Yes,,,,Yes
SYNEWPLD024-0004353,SYNEWPLD024-0004355,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0004357,SYNEWPLD024-0004357,,,,,,,,,,Yes,,Yes
SYNEWPLD024-0004361,SYNEWPLD024-0004362,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0004365,SYNEWPLD024-0004367,,,,,,,,,,,,Yes
SYNEWPLD024-0004369,SYNEWPLD024-0004369,Yes,,,,,,,,,,,
SYNEWPLD024-0004373,SYNEWPLD024-0004374,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0004377,SYNEWPLD024-0004379,Yes,,Yes,,,,,,,,,
SYNEWPLD024-0004381,SYNEWPLD024-0004381,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0004385,SYNEWPLD024-0004386,Yes,,,,Yes,,,,,,,
SYNEWPLD024-0004389,SYNEWPLD024-0004391,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0004393,SYNEWPLD024-0004393,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0004397,SYNEWPLD024-0004398,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0004401,SYNEWPLD024-0004403,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0004405,SYNEWPLD024-0004405,,Yes,,,,,,,,Yes,,
SYNEWPLD024-0004409,SYNEWPLD024-0004410,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0004413,SYNEWPLD024-0004415,,Yes,,,,,,,,,,Yes
SYNEWPLD024-0004417,SYNEWPLD024-0004417,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0004421,SYNEWPLD024-0004422,,Yes,,,,,,,,,,
SYNEWPLD024-0004425,SYNEWPLD024-0004427,,,Yes,,,,,,,,,
SYNEWPLD024-0004429,SYNEWPLD024-0004429,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0004433,SYNEWPLD024-0004434,,,Yes,,Yes,,,,,,,
SYNEWPLD024-0004437,SYNEWPLD024-0004439,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0004441,SYNEWPLD024-0004441,,,Yes,,,,Yes,,,,,
SYNEWPLD024-0004445,SYNEWPLD024-0004446,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0004449,SYNEWPLD024-0004451,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0004453,SYNEWPLD024-0004453,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0004457,SYNEWPLD024-0004458,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0004461,SYNEWPLD024-0004463,,,,Yes,,,,,,,,Yes
SYNEWPLD024-0004465,SYNEWPLD024-0004465,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0004469,SYNEWPLD024-0004470,,Yes,,Yes,,,,,,,,
SYNEWPLD024-0004473,SYNEWPLD024-0004475,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0004477,SYNEWPLD024-0004477,,,,Yes,,,,,,,,
SYNEWPLD024-0004481,SYNEWPLD024-0004482,,,,,Yes,,,,,,,
SYNEWPLD024-0004485,SYNEWPLD024-0004487,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0004489,SYNEWPLD024-0004489,,,,,Yes,,Yes,,,,,
SYNEWPLD024-0004493,SYNEWPLD024-0004494,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0004497,SYNEWPLD024-0004499,,,,,Yes,,,,Yes,,,
SYNEWPLD024-0004501,SYNEWPLD024-0004501,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0004505,SYNEWPLD024-0004506,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0004509,SYNEWPLD024-0004511,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0004513,SYNEWPLD024-0004513,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0004517,SYNEWPLD024-0004518,,Yes,,,,Yes,,,,,,
SYNEWPLD024-0004521,SYNEWPLD024-0004523,,,Yes,,,Yes,,,,,,
SYNEWPLD024-0004525,SYNEWPLD024-0004525,,,,Yes,,Yes,,,,,,
SYNEWPLD024-0004529,SYNEWPLD024-0004530,,,,,Yes,Yes,,,,,,
SYNEWPLD024-0004533,SYNEWPLD024-0004535,,,,,,Yes,,,,,,
SYNEWPLD024-0004537,SYNEWPLD024-0004537,,,,,,,Yes,,,,,
SYNEWPLD024-0004541,SYNEWPLD024-0004542,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0004545,SYNEWPLD024-0004547,,,,,,,Yes,,Yes,,,
SYNEWPLD024-0004549,SYNEWPLD024-0004549,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0004553,SYNEWPLD024-0004554,,,,,,,Yes,,,,Yes,
SYNEWPLD024-0004557,SYNEWPLD024-0004559,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0004561,SYNEWPLD024-0004561,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0004565,SYNEWPLD024-0004566,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0004569,SYNEWPLD024-0004571,,,Yes,,,,,Yes,,,,
SYNEWPLD024-0004573,SYNEWPLD024-0004573,,,,Yes,,,,Yes,,,,
SYNEWPLD024-0004577,SYNEWPLD024-0004578,,,,,Yes,,,Yes,,,,
SYNEWPLD024-0004581,SYNEWPLD024-0004583,,,,,,Yes,,Yes,,,,
SYNEWPLD024-0004585,SYNEWPLD024-0004585,,,,,,,Yes,Yes,,,,
SYNEWPLD024-0004589,SYNEWPLD024-0004590,,,,,,,,Yes,,,,
SYNEWPLD024-0004593,SYNEWPLD024-0004595,,,,,,,,,Yes,,,
SYNEWPLD024-0004597,SYNEWPLD024-0004597,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0004601,SYNEWPLD024-0004602,,,,,,,,,Yes,,Yes,
SYNEWPLD024-0004605,SYNEWPLD024-0004607,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0004609,SYNEWPLD024-0004609,Yes,,,,,,,,Yes,,,
SYNEWPLD024-0004613,SYNEWPLD024-0004614,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0004617,SYNEWPLD024-0004619,,,Yes,,,,,,Yes,,,
SYNEWPLD024-0004621,SYNEWPLD024-0004621,,,,Yes,,,,,,Yes,,
SYNEWPLD024-0004625,SYNEWPLD024-0004626,,,,,Yes,,,,,Yes,,
SYNEWPLD024-0004629,SYNEWPLD024-0004631,,,,,,Yes,,,,Yes,,
SYNEWPLD024-0004633,SYNEWPLD024-0004633,,,,,,,Yes,,,Yes,,
SYNEWPLD024-0004637,SYNEWPLD024-0004638,,,,,,,,Yes,,Yes,,
SYNEWPLD024-0004641,SYNEWPLD024-0004643,,,,,,,,,Yes,Yes,,
SYNEWPLD024-0004645,SYNEWPLD024-0004645,,,,,,,,,,Yes,,
SYNEWPLD024-0004649,SYNEWPLD024-0004650,,,,,,,,,,,Yes,
SYNEWPLD024-0004653,SYNEWPLD024-0004655,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0004657,SYNEWPLD024-0004657,Yes,,,,,,,,,,Yes,
SYNEWPLD024-0004661,SYNEWPLD024-0004662,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0004665,SYNEWPLD024-0004667,,,Yes,,,,,,,,Yes,
SYNEWPLD024-0004669,SYNEWPLD024-0004669,,,,Yes,,,,,,,Yes,
SYNEWPLD024-0004673,SYNEWPLD024-0004674,,,,,Yes,,,,,,Yes,
SYNEWPLD024-0004677,SYNEWPLD024-0004679,,,,,,Yes,,,,,,Yes
SYNEWPLD024-0004681,SYNEWPLD024-0004681,,,,,,,Yes,,,,,Yes
SYNEWPLD024-0004685,SYNEWPLD024-0004686,,,,,,,,Yes,,,,Yes
SYNEWPLD024-0004689,SYNEWPLD024-0004691,,,,,,,,,Yes,,,Yes
SYNEWPLD024-0004693,SYNEWPLD024-0004693,,,,,,,,,,Yes,,Yes
SYNEWPLD024-0004697,SYNEWPLD024-0004698,,,,,,,,,,,Yes,Yes
SYNEWPLD024-0004701,SYNEWPLD024-0004703,,,,,,,,,,,,Yes
SYNEWPLD024-0004705,SYNEWPLD024-0004705,Yes,,,,,,,,,,,
SYNEWPLD024-0004709,SYNEWPLD024-0004710,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0004713,SYNEWPLD024-0004715,Yes,,Yes,,,,,,,,,
SYNEWPLD024-0004717,SYNEWPLD024-0004717,Yes,,,Yes,,,,,,,,
SYNEWPLD024-0004721,SYNEWPLD024-0004722,Yes,,,,Yes,,,,,,,
SYNEWPLD024-0004725,SYNEWPLD024-0004727,Yes,,,,,Yes,,,,,,
SYNEWPLD024-0004729,SYNEWPLD024-0004729,Yes,,,,,,Yes,,,,,
SYNEWPLD024-0004733,SYNEWPLD024-0004734,,Yes,,,,,,Yes,,,,
SYNEWPLD024-0004737,SYNEWPLD024-0004739,,Yes,,,,,,,Yes,,,
SYNEWPLD024-0004741,SYNEWPLD024-0004741,,Yes,,,,,,,,Yes,,
SYNEWPLD024-0004745,SYNEWPLD024-0004746,,Yes,,,,,,,,,Yes,
SYNEWPLD024-0004749,SYNEWPLD024-0004751,,Yes,,,,,,,,,,Yes
SYNEWPLD024-0004753,SYNEWPLD024-0004753,Yes,Yes,,,,,,,,,,
SYNEWPLD024-0004757,SYNEWPLD024-0004758,,Yes,,,,,,,,,,
SYNEWPLD024-0004761,SYNEWPLD024-0004763,,,Yes,,,,,,,,,
SYNEWPLD024-0004765,SYNEWPLD024-0004765,,,Yes,Yes,,,,,,,,
SYNEWPLD024-0004769,SYNEWPLD024-0004770,,,Yes,,Yes,,,,,,,
SYNEWPLD024-0004773,SYNEWPLD024-0004775,,,Yes,,,Yes,,,,,,
